s_over_gap,cement_fraction
0.0384615,0.0718359
0.115385,0.923291
0.192308,0.981385
0.269231,0.988739
0.346154,0.992304
0.423077,0.9948
0.5,0.995897
0.576923,0.993619
0.653846,0.991272
0.730769,0.988483
0.807692,0.982597
0.884615,0.920371
0.961538,0.0484396
