s_over_gap,cement_fraction
0.0384615,7.38413e-06
0.115385,0.90916
0.192308,0.977302
0.269231,0.987022
0.346154,0.990215
0.423077,0.991331
0.5,0.991612
0.576923,0.991326
0.653846,0.990199
0.730769,0.986976
0.807692,0.977145
0.884615,0.906967
0.961538,4.60602e-06
