s_over_gap,cement_fraction
0.0384615,0.219858
0.115385,0.994244
0.192308,0.989732
0.269231,0.989163
0.346154,0.991147
0.423077,0.99297
0.5,0.994509
0.576923,0.995837
0.653846,0.996569
0.730769,0.996772
0.807692,0.995736
0.884615,0.993206
0.961538,0.348121
