s_over_gap,cement_fraction
0.0384615,0.926225
0.115385,0.9983
0.192308,0.998347
0.269231,0.998505
0.346154,0.998647
0.423077,0.998775
0.5,0.99889
0.576923,0.998994
0.653846,0.99899
0.730769,0.998961
0.807692,0.998934
0.884615,0.998795
0.961538,0.937832
