s_over_gap,cement_fraction
0.0384615,0.101145
0.115385,0.951061
0.192308,0.993367
0.269231,0.99652
0.346154,0.997876
0.423077,0.998694
0.5,0.996652
0.576923,0.994597
0.653846,0.993288
0.730769,0.992471
0.807692,0.990709
0.884615,0.940603
0.961538,0.0228959
