s_over_gap,cement_fraction
0.0384615,0.0921774
0.115385,0.991179
0.192308,0.995331
0.269231,0.987658
0.346154,0.986796
0.423077,0.986796
0.5,0.986796
0.576923,0.986796
0.653846,0.986796
0.730769,0.987686
0.807692,0.99534
0.884615,0.99107
0.961538,0.0753945
